Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Croatia,HRV,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4265798664,5683430101,7248361692,7422628895,7418052043,7288819871,7602528461,8448486370,10221471211,10510524700,10885765039,11800225405,12344068928,13587093057,11575458620,9964163750,9589110558,9153807846,9244588002,9034545671,9778070108,10264989563,10429410158,10840568007,11816734176,11222385379,11961197982,11972994601
Haiti,HTI,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1590486496,1396211832,1260798809,1438327529,1527135127,1518611151,2084581208,1839967759,2259388318,2042346892,3047049492,2419869056,2001525227,2201514160,2336713590,2075046918,2166667755,2388492121,2262256532,2564854916,1970430633,1403117151,1264546770
Hungary,HUN,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13193516351,12845276851,13106172647,14740549456,14105175731,14752436612,16036576481,17863828949,19291686431,20447291311,20999446896,22612868177,22874047954,24689142867,25581788728,25770728433,26957382331,27276707866,24788619298,22442121844,22150089947,21487857661,23593470148,26466565831,27753877547,24814591929,29697321293,34527611359,38940971781,36164341779,38256626064,38295397063
IBRD only,IBD,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.19987E+12,,,,,,,
IDA & IBRD total,IBT,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.74492E+12,,,,,,,
IDA total,IDA,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76407E+11,3.39401E+11,3.80617E+11,3.73427E+11,4.1853E+11,4.33883E+11,4.6987E+11,5.07054E+11,5.50864E+11,5.96361E+11,6.75458E+11,7.28802E+11,7.69771E+11,6.43332E+11,6.19362E+11,6.11683E+11,5.00668E+11,4.77057E+11,4.85264E+11,5.06191E+11,5.3945E+11,5.79103E+11,6.29975E+11,6.51625E+11,6.44591E+11,6.93236E+11,7.29763E+11
IDA blend,IDB,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,4060988485,5833537206,5304418185,4047760510,4603335482,4788527139,5383786038,4391687873,5370558062,6905003223,9180215013,11111499439,13227975523,15476731362,18449083742,21142137494,22410512002,25976053672,29888796849,31209699998,37103157303,41234983350,46592904753,50237879979,47215024273,50619543253,55279757629,58312161369,65032170371,73721396711,84465256579,89976536185,94420500512,99792946558,1.1352E+11,1.29407E+11,1.4819E+11,1.60887E+11,1.07781E+11,88169763190,1.02927E+11,1.09609E+11,1.14755E+11,1.15444E+11,1.32395E+11,1.46809E+11,1.50621E+11,1.64665E+11,1.84237E+11,1.90305E+11,2.06445E+11,2.24736E+11,2.45243E+11,2.5753E+11,2.68988E+11,2.82463E+11,2.95098E+11,3.13258E+11,3.34171E+11,3.49049E+11,3.31733E+11,3.44349E+11,3.57675E+11
IDA only,IDX,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66226E+11,5.01832E+11,5.28813E+11,4.24176E+11,4.0305E+11,4.00181E+11,3.0257E+11,2.78623E+11,2.75369E+11,2.80544E+11,3.02174E+11,3.27791E+11,3.53259E+11,3.62449E+11,3.6474E+11,3.95791E+11,4.19791E+11
Isle of Man,IMN,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,20546434619,23265575972,24794105762,27682482049,29815769694,30774020154,31211598522,33228583862,35004082552,35027936809,33085056260,36524931296,38094713477,37090217930,38516926963,37825817651,41960903332,47635917089,50099661174,50067110079,51259917960,51195242722,54085872665,58051099889,59018585878,61736925086,67620333950,75089849879,77689724128,84471021509,98391571850,90811846852,1.00438E+11,99608127917,1.05345E+11,1.18112E+11,1.23667E+11,1.34919E+11,1.49246E+11,1.74232E+11,1.71106E+11,2.09075E+11,2.07575E+11,2.18194E+11,2.43186E+11,2.83169E+11,3.22456E+11,3.7511E+11,3.87111E+11,4.16829E+11,4.62873E+11,5.18848E+11,5.44474E+11,5.52978E+11,5.67373E+11,6.04427E+11,6.55552E+11,7.06699E+11,7.85871E+11,7.94884E+11,7.36575E+11,8.44418E+11,9.40636E+11
Not classified,INX,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,8476932563,9233154359,9955001226,11564072296,10220824982,9851879770,11187489197,11641221165,13838845553,15722524391,14980816133,16408469641,15848560617,14376984823,14015298045,12934054433,12572748217,12429686516,13080398074,14406084018,16336789560,15195838622,15191796666,14419556833,16126536868,18672994326,21740382511,25176525072,28560381837,32580234692,34226357944,36219016467,38231210184,41280182674,45308250362,52937031328,56754538988,56772124768,50196751953,41699574109,35431984608,35415276453,41115779492,39407883000,46715808372,70304363090,1.05654E+11,1.04938E+11,96359785469,1.93385E+11,1.61466E+11,96234071002,1.01124E+11
"Iran, Islamic Rep.",IRN,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,9870023621,10916704519,10052658675,11844922132,12748021585,17505184224,17569506039,21282636779,24173707466,26090502923,30061164866,35321734323,41404318516,47316555194,56852057841,77555765721,1.0959E+11,93490998189,86955911415,61270369463,62789752196,55437537087,60371075098,82894745552,73974501364,62073698205,58407025057,56096083769,42342877757,45432161680,47548526129,72495307404,69071252088,59468512562,52384197085,48895178100,61396696741,65912454554,66939764083,70360404620,76302120367,95073644524,1.0142E+11,1.07882E+11,1.16402E+11,1.21063E+11,1.19061E+11,1.36522E+11,1.5272E+11,1.5474E+11,1.5984E+11,1.67228E+11,1.27204E+11,1.12491E+11,1.2057E+11,1.03543E+11,1.01803E+11,1.01247E+11,85201381653,79633384553,82204601922,82204477240,87681306864
Iraq,IRQ,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6839680254,16215664424,11679243292,19522397247,22218561718,22154649102,31973271220,34076376301,43389982337,27660127948,27174258842,27097114480,39877035580,13788501773,14862037755,
Iceland,ISL,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,916720595.9,1304959236,1316386205,1611702271,1739427172,1585949609,1542844381,1720130349,1624817219,1596055362,1818633845,1840175415,1841333135,1606969751,1757526508,1775608166,1748052636,2076023502,2071781472,1908852126,1966305137,2017210062,1808348443,1631077279,1627645984,1599773266,1956763495,2176371240,2841648455,2746903751,3074442517,2955678900,2589658791,2829262191,3574621391,4655693186,5764490905,5129767552,4182924458,2197817766,2012955912,2232964964,2347768893,2400189736,2787697305,3386606656,3995819723,4418002018,4519807562,4334485660,4014283662,4446414872,4782954992
Israel,ISR,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,10850320655,13107382960,14686834527,16131407144,15764907508,15876281463,14217952318,12455615368,13045394709,14324124866,14104947472,14732755714,15238783328,17468455469,15459180481,14255529952,14568192959,16131094550,15939359290,15566322199,19643383303,27237165044,28833516487,28900800309,31855979246,39614936581,43583362206,43876190043,42848096051,43131113074,44528006775,43676920115,42076485399,40264700999,39786375370,41462664380,44517153210,48451361262,50650249475,49006702800,53269042494,59386363449,62554748081,63858896360,63952271086,63669292140,70753066935,73150953647,78703988251,81763035033,79204763261,89962978346,99325062819
Italy,ITA,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,2.02468E+11,2.05952E+11,2.1354E+11,2.28704E+11,2.35323E+11,2.2059E+11,2.2176E+11,2.28441E+11,2.31235E+11,2.46664E+11,2.63657E+11,2.5954E+11,2.50791E+11,2.4718E+11,2.57028E+11,2.59685E+11,2.66916E+11,2.79781E+11,2.99892E+11,3.13042E+11,3.26586E+11,3.30823E+11,3.26066E+11,2.89487E+11,2.91565E+11,3.12078E+11,3.19825E+11,3.26128E+11,3.39332E+11,3.54127E+11,3.7824E+11,3.88349E+11,4.03321E+11,4.00801E+11,4.07281E+11,4.13596E+11,4.24103E+11,4.30559E+11,4.16972E+11,3.7633E+11,3.75576E+11,3.70195E+11,3.34139E+11,3.12602E+11,3.05664E+11,3.11043E+11,3.23464E+11,3.33871E+11,3.44137E+11,3.48384E+11,3.20987E+11,3.87476E+11,4.25174E+11
Jamaica,JAM,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3838789192,3535723394,2901737220,2826999349,3057351254,2905901305,3069677611,3162465382,3010136164,3012342632,3152113233,3332861090,3394957394,,,
Jordan,JOR,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8423943662,,,,,,,
Japan,JPN,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,5.20983E+11,5.45515E+11,6.00518E+11,6.69967E+11,6.12971E+11,6.08805E+11,6.26461E+11,6.44312E+11,6.95374E+11,7.36374E+11,7.33536E+11,7.50756E+11,7.5069E+11,7.59598E+11,7.88146E+11,8.29598E+11,8.8308E+11,9.64646E+11,1.08248E+12,1.16141E+12,1.23236E+12,1.27148E+12,1.24321E+12,1.1869E+12,1.16567E+12,1.20303E+12,1.28491E+12,1.26026E+12,1.20644E+12,1.1933E+12,1.20081E+12,1.18461E+12,1.12733E+12,1.12022E+12,1.1235E+12,1.15684E+12,1.16146E+12,1.13646E+12,1.09302E+12,9.83459E+11,9.70639E+11,9.92187E+11,1.01969E+12,1.06163E+12,1.08521E+12,1.10996E+12,1.12283E+12,1.14092E+12,1.14774E+12,1.15403E+12,1.11267E+12,1.11122E+12,1.09585E+12
Kazakhstan,KAZ,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42240194968,31342224668,26139415373,18689681992,16559058243,10283175169,7825496304,8083737682,7501708569,7539217112,8753031067,10967547927,12064302719,13029446936,15961072498,20446133869,26518635628,31106359591,31417423188,31166083801,32350394986,33450308415,36761888949,38783792841,40490279727,42190871475,43456597619,45412144512,47864400315,54469687559,54360748184,55774127637,57781996232
Kenya,KEN,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,2973044999,2928690784,3071122129,2451566146,2208432625,2167427606,2104652811,2398476864,2626946337,2596894092,2715926324,2738737066,2823281633,2535658119,2772093247,3055236077,3313169421,3520095417,3629922518,3923639017,3893937349,4215615885,4737582415,4447601010,4093918350,4394209638,5615738723,7398576611,7561185219,8533065161,9383719083,10962856275,11185555110,12602729513,12906409742,15467446342,15490333709,14906862762,16100669221,16037710236,16759615840,17144236973,19000167559,18783169815
Kyrgyz Republic,KGZ,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2176284710,,,,,,,
Cambodia,KHM,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354065440.5,355672521.1,523769813.3,475322611.8,554013616.5,521715902.2,714108919.1,881923093.7,844651220.4,1076686837,1155212313,1282340902,1532447143,1788136315,1969055434,2282610592,2374363670,2140716296,2371200567,2783278871,3208200151,3498553349,3869000933,4259747966,4519334435,5226533628,5972674498,5810941772,6070010959,6070010959
Kiribati,KIR,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18733346.68,19167292.12,15912607.98,20155143.01,17872638.45,23595364.02,34640637.61,44690970.92,44195179.85,72808900.98,61266636.16,53201909.57,40302685.05,35388041.16,34078904.33,45256629.1,
St. Kitts and Nevis,KNA,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,1498559842,1599359832,2072058729,2599048147,2437679743,3141157564,4952993163,6249864605,8751384342,11007977789,11959830320,12708226031,13035914417,16437737217,18812549599,20748793605,26462207741,35055406836,47392529748,51890331380,46136950933,45146369985,50413876799,58538002259,65340498385,69481167423,79441709532,94087771149,1.07304E+11,1.24599E+11,1.55269E+11,1.77512E+11,1.81719E+11,1.96485E+11,2.24108E+11,2.53182E+11,2.74871E+11,2.73446E+11,2.17286E+11,2.37392E+11,2.70595E+11,2.76586E+11,2.97172E+11,3.12973E+11,3.21699E+11,3.26476E+11,3.39444E+11,3.5661E+11,3.54416E+11,3.55882E+11,3.76351E+11,3.81325E+11,3.80817E+11,3.91533E+11,4.03694E+11,4.25307E+11,4.53277E+11,4.97613E+11,4.86658E+11,4.76283E+11,4.93148E+11,5.09138E+11,5.06575E+11
Kuwait,KWT,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (excluding high income),LAC,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,2.22543E+11,2.40729E+11,2.65973E+11,3.03213E+11,3.35145E+11,3.61456E+11,3.79801E+11,3.82038E+11,4.00916E+11,4.34645E+11,4.93308E+11,4.86549E+11,4.31197E+11,3.52786E+11,3.58557E+11,3.7543E+11,4.05402E+11,4.09539E+11,4.05308E+11,4.06219E+11,3.94614E+11,4.03101E+11,4.21074E+11,4.43874E+11,5.04894E+11,4.55191E+11,4.83353E+11,5.38193E+11,5.63004E+11,5.28931E+11,5.44421E+11,5.26659E+11,5.12353E+11,5.19969E+11,5.68183E+11,6.00101E+11,6.60707E+11,7.37156E+11,8.04231E+11,7.38004E+11,8.38092E+11,9.13E+11,9.29809E+11,9.54965E+11,9.4649E+11,9.11193E+11,8.65433E+11,8.74314E+11,8.92313E+11,8.78912E+11,7.79555E+11,9.07889E+11,9.53128E+11
Lao PDR,LAO,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803211817.6,861555692,1135483253,1150733353,1424461006,1593460753,2029758966,2751185453,2796107110,2833178718,2469462587,2901869989,3742426548,3750467518,4161929549,4552482850,4871156650,,,,,,
Lebanon,LBN,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526205713,2406348158,3330125004,4292215266,5955026791,6370423867,6852830367,5974007656,6078811488,4900835370,4659787576,4880619059,4936291196,5144012734,5511100276,5548903478,5550158135,6673267664,8103118660,10427862306,10434518971,10329915293,10777954802,11848124832,11231940880,10844253757,12238850611,12079641293,13091227747,7135533305,3351065471,1085362719,
Liberia,LBR,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8327988625,,,,,,,
St. Lucia,LCA,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,2.58375E+11,2.78553E+11,3.03921E+11,3.42501E+11,3.78342E+11,4.06835E+11,4.26853E+11,4.29737E+11,4.52016E+11,4.90783E+11,5.56318E+11,5.4945E+11,4.83917E+11,3.94001E+11,4.00806E+11,4.19442E+11,4.52367E+11,4.5992E+11,4.58281E+11,4.61925E+11,4.4943E+11,4.59425E+11,4.82041E+11,5.10114E+11,5.77844E+11,5.28449E+11,5.62433E+11,6.2699E+11,6.56216E+11,6.17842E+11,6.36745E+11,6.17227E+11,6.01101E+11,6.11552E+11,6.6894E+11,7.11721E+11,7.81211E+11,8.68541E+11,9.49696E+11,8.69489E+11,9.83734E+11,1.07491E+12,1.10391E+12,1.13128E+12,1.11936E+12,1.07881E+12,1.02716E+12,1.0357E+12,1.0641E+12,1.05322E+12,9.31644E+11,1.08365E+12,1.1372E+12
Least developed countries: UN classification,LDC,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52194E+11,2.79677E+11,3.04266E+11,3.31692E+11,3.59751E+11,4.01819E+11,4.32013E+11,4.591E+11,3.77305E+11,3.56305E+11,3.54115E+11,2.64529E+11,2.46296E+11,2.42671E+11,2.35957E+11,2.49227E+11,2.6951E+11,2.90223E+11,3.06854E+11,3.07826E+11,3.34596E+11,3.65746E+11
Low income,LIC,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42647E+11,1.38426E+11,1.11717E+11,95673080793,89177174277,89555357889,97807954107,1.05405E+11,1.10048E+11,1.10271E+11,1.22249E+11,1.34122E+11
Liechtenstein,LIE,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24059662019,27272485959,30563022237,30757457100,27512235279,25149662315,26836849426,20754530175
Lower middle income,LMC,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,3.43051E+11,3.53177E+11,3.49171E+11,3.68272E+11,4.24068E+11,4.17256E+11,4.10968E+11,4.07228E+11,4.09738E+11,3.92195E+11,4.12373E+11,4.43321E+11,4.5089E+11,4.49394E+11,4.10573E+11,3.93836E+11,4.13702E+11,4.47269E+11,4.788E+11,5.04069E+11,5.465E+11,5.63108E+11,6.40455E+11,6.60164E+11,6.9829E+11,7.66511E+11,8.44885E+11,9.28953E+11,1.07347E+12,1.15055E+12,1.17139E+12,1.26259E+12,1.3444E+12,1.35312E+12,1.36895E+12,1.42527E+12,1.49191E+12,1.61663E+12,1.73417E+12,1.87294E+12,1.90549E+12,1.76547E+12,1.93346E+12,2.09094E+12
Low & middle income,LMY,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.42363E+12,,,,,,,
Lesotho,LSO,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,559882.9357,623507.4834,623507.4834,636226.7856,763475.8809,1017964.726,1272462.917,1654200.857,2672165.583,5853318.202,5217091.417,6616794.083,9416208.762,15231070,17478807.14,19869363.07,16170363.83,21218655.81,28607729.29,29345607.69,37037374.39,58524285.05,80258441.75,101523516.9,154643463,184043461.8,190880904.5,227662192,278083646,333983390.4,312402155.1,275905692.1,337329249.2,279651568.7,284646992.9,293856683.5,309589843.5,268283119.9,233823222,265110275.5,324149547.5,411155331.4,431985660.6,488419905.5,516054865.1,683550926,618471667.7,632488320.1,668726126,628627885.7,621551094,645286255.8,642584483.5,591828981.8,661282810.9,738624355
Late-demographic dividend,LTE,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33823E+12,,,,,,,
Lithuania,LTU,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2211634206,2677227977,3363506080,4075778961,3835539463,3572374101,4027223348,4473691336,5102658660,5909038205,6586920625,7877525990,9636923852,9251801942,5652613134,5736007451,6891626150,6769072684,7330870099,7749665725,8125991416,8400182009,9148156795,10065211361,10780331252,10759933967,11767860967,12192623553
Luxembourg,LUX,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,2336106020,2584968651,2766382885,3093589332,2877839003,2663985940,2551489100,2549469786,2576523039,2673656455,3013226203,2789824673,2776665851,2450009722,2453008736,2219794674,3044197146,3584427849,3995485732,4271183043,4415332067,5111099834,4340589731,5234398892,5236641218,5157191219,5043607056,5550837516,5888900546,7170745198,6944126081,7410281265,7442061042,7598267143,8081319099,7703569902,8029269630,9012785128,10002540525,8620754281,8672126947,10185432630,10362416579,10438928588,11329247221,10398064119,10685783001,11256729459,10439214842,11848925307,11057890325,12931141962,11929038795
Latvia,LVA,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1335928967,1791651401,1883647772,2693252671,2814326047,3435955053,4099621284,3939408732,4366294926,5604187334,6775160582,7746261739,9478462111,8512779815,5569410762,4470634628,5627725650,6621558508,6328191095,6082149954,5960532918,5469287209,6093393758,6809058420,6910750823,6761797608,7250202964,7290497143
"Macao SAR, China",MAC,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,984298246,1054381233,1085421074,1161776921,1442757785,1484612902,1732066411,1818156006,2041924062,2601073818,3561037693,3713208623,3737110383,3456886588,2694625953,2746322971,2404776563,2448470277,1709786943,1646517580,1776084584,2635033784,3638258762,5941588039,8422612296,10456208595,8890264819,6023567829,5017639031,5876588232,7065944106,7724594399,10595941958,11172504308,9873265232,9565678790,8627669924,7090278476,6155514193,5970248520,4798737850
St. Martin (French part),MAF,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,1617556355,1998666320,1894097053,2439246042,3017279110,3142013961,2785451904,2644608965,3121618479,5552524919,6604859338,8262891183,5652933991,5598076667,5821973485,6145173458,6396847619,6118539769,5641879781,6364546650,6352475719,6466246370,7197490564,8273445419,8577112333,8996328670,9057301110,9006619683,8903815864,9803698677,9965660272,10610158304,11963291896,13275783409,13623720775,13681877416,14678169949,15609551669,17038277525,18272157537,20098114949,22976149777,26470750030,25771319866,25398210184,27377918174,28368371623,28222008522,27867314482,28563811941,32161287166,32843614280,33646194688,34212057364,30791308265,33117325741,32402030184
Monaco,MCO,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669404646.5,840738244.6,796009529.9,869607749.1,669113070.2,610670994.6,716451696.6,757424198.5,898061474.5,971359810.6,1111624191,1348481497,1692542088,1729836645,1196010256,1401144300,1579601378,1609740138,1698515950,1968671619,1873874192,1855444398,2029996003,2323286020,2601976920,2747334009,2798633073,2607325423
Madagascar,MDG,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,683765509.3,473137830.6,343139361.3,341307113.9,357874451.9,366619798.1,395119182.6,451042606.7,628298636.7,627875906.6,733002050.7,468087034.2,513031803.8,556727891.5,489392114.2,502350217.9,560490856.4,601483616.4,709175246.5,729490023,848906782.5,1044872535,664634743.9,955710923.9,1214860641,1214073522,1444397793,1933895475,3140190472,2729264517,2249716874,2264309652,2333351800,2148502320,2124366283,2146785000,2393065565,2350287473,2601052141,2932701867,2630656019,2965374752,2399978635
Maldives,MDV,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa,MEA,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42831E+11,3.70333E+11,3.86326E+11,4.08429E+11,4.4253E+11,4.86065E+11,5.25079E+11,6.27174E+11,7.02399E+11,6.93319E+11,7.28915E+11,7.67922E+11,7.31688E+11,7.4178E+11,7.81695E+11,7.98108E+11,7.88513E+11,7.88515E+11,8.00012E+11,8.19737E+11,7.38592E+11,7.81579E+11,8.7838E+11
Mexico,MEX,Gross fixed capital formation (constant 2015 US$),NE.GDI.FTOT.KD,19494380337,19672809298,20765845160,23126279578,27810531543,42945672219,46729070933,52091026579,57081970640,61125374925,65918914866,64115236111,72547366676,83406621469,90304949056,98845651886,98417176773,91363359643,1.06286E+11,1.27424E+11,1.49643E+11,1.7393E+11,1.44725E+11,1.03793E+11,1.10469E+11,1.19143E+11,1.05081E+11,1.04953E+11,1.11024E+11,1.18119E+11,1.33624E+11,1.44725E+11,1.60426E+11,1.58431E+11,1.7928E+11,1.18512E+11,1.40522E+11,1.62214E+11,1.79539E+11,1.87717E+11,1.96949E+11,1.83456E+11,1.82437E+11,1.85628E+11,1.97934E+11,2.07724E+11,2.27575E+11,2.43503E+11,2.59406E+11,2.2847E+11,2.42706E+11,2.63792E+11,2.73642E+11,2.62779E+11,2.69081E+11,2.8105E+11,2.82626E+11,2.81086E+11,2.82862E+11,2.70324E+11,2.23637E+11,2.44489E+11,2.65554E+11
